Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"2,700,311.04",0.03,"2,700,311.04","44,648.00",60.48,United States,NASDAQ,USD,1.00
CUBE,CUBESMART REIT,Real Estate,Equity,"2,696,657.04",0.03,"2,696,657.04","58,674.00",45.96,United States,New York Stock Exchange Inc.,USD,1.00
DOX,AMDOCS LTD,Information Technology,Equity,"2,690,427.14",0.03,"2,690,427.14","32,113.00",83.78,United States,NASDAQ,USD,1.00
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,"2,680,619.76",0.03,"2,680,619.76","41,076.00",65.26,United States,NASDAQ,USD,1.00
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,"2,678,630.78",0.03,"2,678,630.78","70,882.00",37.79,United States,New York Stock Exchange Inc.,USD,1.00
WRK,WESTROCK,Materials,Equity,"2,674,391.88",0.03,"2,674,391.88","67,467.00",39.64,United States,New York Stock Exchange Inc.,USD,1.00
NLSN,NIELSEN HOLDINGS PLC,Industrials,Equity,"2,673,321.50",0.03,"2,673,321.50","95,990.00",27.85,United States,New York Stock Exchange Inc.,USD,1.00
FOXA,FOX CORP CLASS A,Communication,Equity,"2,669,778.72",0.03,"2,669,778.72","79,128.00",33.74,United States,NASDAQ,USD,1.00
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"2,654,412.28",0.03,"2,654,412.28","11,908.00",222.91,United States,NASDAQ,USD,1.00
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"2,653,241.04",0.03,"2,653,241.04","5,547.00",478.32,United States,New York Stock Exchange Inc.,USD,1.00
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,"2,643,316.45",0.03,"2,643,316.45","268,357.00",9.85,United States,New York Stock Exchange Inc.,USD,1.00
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"2,636,587.12",0.03,"2,636,587.12","45,016.00",58.57,United States,New York Stock Exchange Inc.,USD,1.00
EWBC,EAST WEST BANCORP INC,Financials,Equity,"2,626,759.50",0.03,"2,626,759.50","37,259.00",70.50,United States,NASDAQ,USD,1.00
QRVO,QORVO INC,Information Technology,Equity,"2,619,648.68",0.03,"2,619,648.68","29,062.00",90.14,United States,NASDAQ,USD,1.00
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"2,612,130.80",0.03,"2,612,130.80","13,045.00",200.24,United States,New York Stock Exchange Inc.,USD,1.00
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,"2,601,002.50",0.03,"2,601,002.50","25,250.00",103.01,United States,NASDAQ,USD,1.00
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"2,599,963.10",0.03,"2,599,963.10","42,490.00",61.19,United States,New York Stock Exchange Inc.,USD,1.00
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"2,583,353.66",0.03,"2,583,353.66","52,582.00",49.13,United States,New York Stock Exchange Inc.,USD,1.00
BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,Equity,"2,569,490.77",0.02,"2,569,490.77","35,021.00",73.37,United States,New York Stock Exchange Inc.,USD,1.00
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,"2,554,594.76",0.02,"2,554,594.76","3,196.00",799.31,United States,NASDAQ,USD,1.00
NRG,NRG ENERGY INC,Utilities,Equity,"2,545,553.01",0.02,"2,545,553.01","61,383.00",41.47,United States,New York Stock Exchange Inc.,USD,1.00
HSIC,HENRY SCHEIN INC,Health Care,Equity,"2,533,649.30",0.02,"2,533,649.30","35,555.00",71.26,United States,NASDAQ,USD,1.00
HEIA,HEICO CORP CLASS A,Industrials,Equity,"2,527,016.90",0.02,"2,527,016.90","20,654.00",122.35,United States,New York Stock Exchange Inc.,USD,1.00
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"2,514,452.90",0.02,"2,514,452.90","62,162.00",40.45,United States,New York Stock Exchange Inc.,USD,1.00
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,"2,512,271.52",0.02,"2,512,271.52","17,512.00",143.46,United States,New York Stock Exchange Inc.,USD,1.00
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"2,495,851.17",0.02,"2,495,851.17","9,987.00",249.91,United States,NASDAQ,USD,1.00
ZEN,ZENDESK INC,Information Technology,Equity,"2,475,755.73",0.02,"2,475,755.73","32,249.00",76.77,United States,New York Stock Exchange Inc.,USD,1.00
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"2,469,735.53",0.02,"2,469,735.53","64,199.00",38.47,United States,New York Stock Exchange Inc.,USD,1.00
SCI,SERVICE,Consumer Discretionary,Equity,"2,468,803.78",0.02,"2,468,803.78","40,091.00",61.58,United States,New York Stock Exchange Inc.,USD,1.00
RRX,REGAL REXNORD CORP,Industrials,Equity,"2,467,036.00",0.02,"2,467,036.00","18,160.00",135.85,United States,New York Stock Exchange Inc.,USD,1.00
ACM,AECOM,Industrials,Equity,"2,462,939.55",0.02,"2,462,939.55","34,365.00",71.67,United States,New York Stock Exchange Inc.,USD,1.00
PCTY,PAYLOCITY HOLDING CORP,Information Technology,Equity,"2,455,308.78",0.02,"2,455,308.78","10,414.00",235.77,United States,NASDAQ,USD,1.00
FFIV,F5 INC,Information Technology,Equity,"2,454,361.42",0.02,"2,454,361.42","15,722.00",156.11,United States,NASDAQ,USD,1.00
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity,"2,451,440.64",0.02,"2,451,440.64","15,828.00",154.88,United States,NASDAQ,USD,1.00
BHVN,BIOHAVEN PHARMACEUTICAL HOLDING CO,Health Care,Equity,"2,447,988.62",0.02,"2,447,988.62","16,357.00",149.66,United States,New York Stock Exchange Inc.,USD,1.00
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"2,414,337.60",0.02,"2,414,337.60","69,920.00",34.53,United States,New York Stock Exchange Inc.,USD,1.00
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"2,397,173.90",0.02,"2,397,173.90","46,367.00",51.70,United States,New York Stock Exchange Inc.,USD,1.00
AA,ALCOA CORP,Materials,Equity,"2,392,712.75",0.02,"2,392,712.75","48,583.00",49.25,United States,New York Stock Exchange Inc.,USD,1.00
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,"2,381,012.01",0.02,"2,381,012.01","99,333.00",23.97,United States,New York Stock Exchange Inc.,USD,1.00
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"2,363,773.00",0.02,"2,363,773.00","57,653.00",41.00,United States,New York Stock Exchange Inc.,USD,1.00
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,"2,361,414.00",0.02,"2,361,414.00","10,637.00",222.00,United States,New York Stock Exchange Inc.,USD,1.00
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"2,360,529.78",0.02,"2,360,529.78","21,581.00",109.38,United States,NASDAQ,USD,1.00
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"2,355,271.31",0.02,"2,355,271.31","251,363.00",9.37,United States,New York Stock Exchange Inc.,USD,1.00
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,"2,353,092.09",0.02,"2,353,092.09","84,009.00",28.01,United States,New York Stock Exchange Inc.,USD,1.00
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"2,330,823.60",0.02,"2,330,823.60","10,277.00",226.80,United States,New York Stock Exchange Inc.,USD,1.00
WSO,WATSCO INC,Industrials,Equity,"2,317,712.00",0.02,"2,317,712.00","8,521.00",272.00,United States,New York Stock Exchange Inc.,USD,1.00
GL,GLOBE LIFE INC,Financials,Equity,"2,314,926.43",0.02,"2,314,926.43","23,917.00",96.79,United States,New York Stock Exchange Inc.,USD,1.00
TTC,TORO,Industrials,Equity,"2,308,559.75",0.02,"2,308,559.75","27,925.00",82.67,United States,New York Stock Exchange Inc.,USD,1.00
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"2,307,641.70",0.02,"2,307,641.70","62,335.00",37.02,United States,New York Stock Exchange Inc.,USD,1.00
WSC,WILLSCOT MOBILE MINI HOLDINGS CORP,Industrials,Equity,"2,305,274.80",0.02,"2,305,274.80","57,704.00",39.95,United States,NASDAQ,USD,1.00
CLF,CLEVELAND CLIFFS INC,Materials,Equity,"2,294,211.99",0.02,"2,294,211.99","136,479.00",16.81,United States,New York Stock Exchange Inc.,USD,1.00
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"2,286,469.80",0.02,"2,286,469.80","53,673.00",42.60,United States,NASDAQ,USD,1.00
U,UNITY SOFTWARE INC,Information Technology,Equity,"2,269,310.86",0.02,"2,269,310.86","55,634.00",40.79,United States,New York Stock Exchange Inc.,USD,1.00
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,"2,265,030.16",0.02,"2,265,030.16","7,138.00",317.32,United States,New York Stock Exchange Inc.,USD,1.00
MANH,MANHATTAN ASSOCIATES INC,Information Technology,Equity,"2,257,972.48",0.02,"2,257,972.48","16,496.00",136.88,United States,NASDAQ,USD,1.00
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate,Equity,"2,256,001.44",0.02,"2,256,001.44","157,542.00",14.32,United States,New York Stock Exchange Inc.,USD,1.00
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"2,232,838.22",0.02,"2,232,838.22","17,551.00",127.22,United States,New York Stock Exchange Inc.,USD,1.00
GLOB,GLOBANT SA,Information Technology,Equity,"2,222,199.77",0.02,"2,222,199.77","10,883.00",204.19,Argentina,New York Stock Exchange Inc.,USD,1.00
RRC,RANGE RESOURCES CORP,Energy,Equity,"2,215,547.90",0.02,"2,215,547.90","68,870.00",32.17,United States,New York Stock Exchange Inc.,USD,1.00
UGI,UGI CORP,Utilities,Equity,"2,199,825.92",0.02,"2,199,825.92","56,348.00",39.04,United States,New York Stock Exchange Inc.,USD,1.00
PNW,PINNACLE WEST CORP,Utilities,Equity,"2,195,918.20",0.02,"2,195,918.20","29,318.00",74.90,United States,New York Stock Exchange Inc.,USD,1.00
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,"2,192,541.54",0.02,"2,192,541.54","14,266.00",153.69,United States,New York Stock Exchange Inc.,USD,1.00
ALLE,ALLEGION PLC,Industrials,Equity,"2,189,396.97",0.02,"2,189,396.97","23,073.00",94.89,United States,New York Stock Exchange Inc.,USD,1.00
ARMK,ARAMARK,Consumer Discretionary,Equity,"2,187,356.80",0.02,"2,187,356.80","61,720.00",35.44,United States,New York Stock Exchange Inc.,USD,1.00
PSTG,PURE STORAGE INC CLASS A,Information Technology,Equity,"2,183,879.88",0.02,"2,183,879.88","74,893.00",29.16,United States,New York Stock Exchange Inc.,USD,1.00
SWN,SOUTHWESTERN ENERGY,Energy,Equity,"2,181,712.50",0.02,"2,181,712.50","295,625.00",7.38,United States,New York Stock Exchange Inc.,USD,1.00
RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity,"2,182,189.88",0.02,"2,182,189.88","17,522.00",124.54,United States,New York Stock Exchange Inc.,USD,1.00
AIZ,ASSURANT INC,Financials,Equity,"2,180,425.80",0.02,"2,180,425.80","13,722.00",158.90,United States,New York Stock Exchange Inc.,USD,1.00
ZION,ZIONS BANCORPORATION,Financials,Equity,"2,176,776.96",0.02,"2,176,776.96","39,549.00",55.04,United States,NASDAQ,USD,1.00
LEA,LEAR CORP,Consumer Discretionary,Equity,"2,173,762.08",0.02,"2,173,762.08","15,918.00",136.56,United States,New York Stock Exchange Inc.,USD,1.00
CDAY,CERIDIAN HCM HOLDING INC,Information Technology,Equity,"2,169,719.59",0.02,"2,169,719.59","37,351.00",58.09,United States,New York Stock Exchange Inc.,USD,1.00
G,GENPACT LTD,Information Technology,Equity,"2,168,503.74",0.02,"2,168,503.74","46,917.00",46.22,United States,New York Stock Exchange Inc.,USD,1.00
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"2,164,237.92",0.02,"2,164,237.92","166,608.00",12.99,United States,NASDAQ,USD,1.00
RHI,ROBERT HALF,Industrials,Equity,"2,154,247.38",0.02,"2,154,247.38","28,323.00",76.06,United States,New York Stock Exchange Inc.,USD,1.00
JLL,JONES LANG LASALLE INC,Real Estate,Equity,"2,154,217.85",0.02,"2,154,217.85","12,713.00",169.45,United States,New York Stock Exchange Inc.,USD,1.00
OKTA,OKTA INC CLASS A,Information Technology,Equity,"2,153,859.38",0.02,"2,153,859.38","33,326.00",64.63,United States,NASDAQ,USD,1.00
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,"2,153,722.14",0.02,"2,153,722.14","23,286.00",92.49,United States,NASDAQ,USD,1.00
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"2,141,789.00",0.02,"2,141,789.00","8,710.00",245.90,United States,New York Stock Exchange Inc.,USD,1.00
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"2,139,497.26",0.02,"2,139,497.26","16,031.00",133.46,United States,New York Stock Exchange Inc.,USD,1.00
JBL,JABIL INC,Information Technology,Equity,"2,138,507.52",0.02,"2,138,507.52","36,992.00",57.81,United States,New York Stock Exchange Inc.,USD,1.00
FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Equity,"2,138,961.81",0.02,"2,138,961.81","26,727.00",80.03,United States,New York Stock Exchange Inc.,USD,1.00
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"2,136,670.02",0.02,"2,136,670.02","46,642.00",45.81,United States,New York Stock Exchange Inc.,USD,1.00
AXON,AXON ENTERPRISE INC,Industrials,Equity,"2,132,320.26",0.02,"2,132,320.26","18,417.00",115.78,United States,NASDAQ,USD,1.00
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,"2,127,921.96",0.02,"2,127,921.96","9,979.00",213.24,United States,NASDAQ,USD,1.00
LCID,LUCID GROUP INC,Consumer Discretionary,Equity,"2,122,657.72",0.02,"2,122,657.72","140,017.00",15.16,United States,NASDAQ,USD,1.00
NVCR,NOVOCURE LTD,Health Care,Equity,"2,114,583.90",0.02,"2,114,583.90","26,886.00",78.65,United States,NASDAQ,USD,1.00
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,"2,114,360.50",0.02,"2,114,360.50","42,035.00",50.30,United States,New York Stock Exchange Inc.,USD,1.00
ROKU,ROKU INC CLASS A,Communication,Equity,"2,106,664.76",0.02,"2,106,664.76","31,924.00",65.99,United States,NASDAQ,USD,1.00
DINO,HF SINCLAIR CORP,Energy,Equity,"2,103,975.66",0.02,"2,103,975.66","39,334.00",53.49,United States,New York Stock Exchange Inc.,USD,1.00
OGE,OGE ENERGY CORP,Utilities,Equity,"2,104,073.68",0.02,"2,104,073.68","51,748.00",40.66,United States,New York Stock Exchange Inc.,USD,1.00
LNC,LINCOLN NATIONAL CORP,Financials,Equity,"2,091,483.20",0.02,"2,091,483.20","45,280.00",46.19,United States,New York Stock Exchange Inc.,USD,1.00
WAL,WESTERN ALLIANCE,Financials,Equity,"2,090,181.51",0.02,"2,090,181.51","27,747.00",75.33,United States,New York Stock Exchange Inc.,USD,1.00
FBHS,FORTUNE BRANDS HOME AND SECURITY I,Industrials,Equity,"2,079,630.40",0.02,"2,079,630.40","34,340.00",60.56,United States,New York Stock Exchange Inc.,USD,1.00
NNN,NATIONAL RETAIL PROPERTIES REIT IN,Real Estate,Equity,"2,068,860.20",0.02,"2,068,860.20","46,387.00",44.60,United States,New York Stock Exchange Inc.,USD,1.00
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"2,061,955.74",0.02,"2,061,955.74","20,462.00",100.77,United States,New York Stock Exchange Inc.,USD,1.00
AVLR,AVALARA INC,Information Technology,Equity,"2,061,547.74",0.02,"2,061,547.74","22,413.00",91.98,United States,New York Stock Exchange Inc.,USD,1.00
COLD,AMERICOLD REALTY INC TRUST,Real Estate,Equity,"2,052,926.85",0.02,"2,052,926.85","70,815.00",28.99,United States,New York Stock Exchange Inc.,USD,1.00
ROL,ROLLINS INC,Industrials,Equity,"2,047,950.52",0.02,"2,047,950.52","60,698.00",33.74,United States,New York Stock Exchange Inc.,USD,1.00
MIDD,MIDDLEBY CORP,Industrials,Equity,"2,047,845.58",0.02,"2,047,845.58","14,387.00",142.34,United States,NASDAQ,USD,1.00
SEE,SEALED AIR CORP,Materials,Equity,"2,021,524.98",0.02,"2,021,524.98","38,243.00",52.86,United States,New York Stock Exchange Inc.,USD,1.00
LECO,LINCOLN ELECTRIC HOLDINGS INC,Industrials,Equity,"2,020,725.12",0.02,"2,020,725.12","14,912.00",135.51,United States,NASDAQ,USD,1.00
OC,OWENS CORNING,Industrials,Equity,"2,020,410.56",0.02,"2,020,410.56","24,968.00",80.92,United States,New York Stock Exchange Inc.,USD,1.00
CBSH,COMMERCE BANCSHARES INC,Financials,Equity,"2,009,024.64",0.02,"2,009,024.64","29,376.00",68.39,United States,NASDAQ,USD,1.00
MAT,MATTEL INC,Consumer Discretionary,Equity,"2,005,791.36",0.02,"2,005,791.36","90,842.00",22.08,United States,NASDAQ,USD,1.00
CFR,CULLEN FROST BANKERS INC,Financials,Equity,"1,979,381.25",0.02,"1,979,381.25","15,081.00",131.25,United States,New York Stock Exchange Inc.,USD,1.00
UNM,UNUM,Financials,Equity,"1,978,510.14",0.02,"1,978,510.14","52,578.00",37.63,United States,New York Stock Exchange Inc.,USD,1.00
KRTX,KARUNA THERAPEUTICS INC,Health Care,Equity,"1,978,094.30",0.02,"1,978,094.30","7,774.00",254.45,United States,NASDAQ,USD,1.00
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Equity,"1,972,017.48",0.02,"1,972,017.48","61,091.00",32.28,United States,New York Stock Exchange Inc.,USD,1.00
PFGC,PERFORMANCE FOOD GROUP,Consumer Staples,Equity,"1,957,530.24",0.02,"1,957,530.24","39,852.00",49.12,United States,New York Stock Exchange Inc.,USD,1.00
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"1,954,254.87",0.02,"1,954,254.87","75,483.00",25.89,United States,New York Stock Exchange Inc.,USD,1.00
GME,GAMESTOP CORP CLASS A,Consumer Discretionary,Equity,"1,947,539.52",0.02,"1,947,539.52","71,182.00",27.36,United States,New York Stock Exchange Inc.,USD,1.00
OGN,ORGANON,Health Care,Equity,"1,944,897.00",0.02,"1,944,897.00","68,242.00",28.50,United States,New York Stock Exchange Inc.,USD,1.00
OLN,OLIN CORP,Materials,Equity,"1,943,589.90",0.02,"1,943,589.90","36,390.00",53.41,United States,New York Stock Exchange Inc.,USD,1.00
HRB,H&R BLOCK INC,Consumer Discretionary,Equity,"1,938,758.59",0.02,"1,938,758.59","43,597.00",44.47,United States,New York Stock Exchange Inc.,USD,1.00
PNR,PENTAIR,Industrials,Equity,"1,936,299.27",0.02,"1,936,299.27","44,097.00",43.91,United States,New York Stock Exchange Inc.,USD,1.00
MASI,MASIMO CORP,Health Care,Equity,"1,903,065.57",0.02,"1,903,065.57","13,191.00",144.27,United States,NASDAQ,USD,1.00
DT,DYNATRACE INC,Information Technology,Equity,"1,902,915.00",0.02,"1,902,915.00","51,780.00",36.75,United States,New York Stock Exchange Inc.,USD,1.00
NXST,NEXSTAR MEDIA GROUP INC,Communication,Equity,"1,901,430.09",0.02,"1,901,430.09","9,939.00",191.31,United States,NASDAQ,USD,1.00
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"1,897,578.94",0.02,"1,897,578.94","14,617.00",129.82,United States,NASDAQ,USD,1.00
CGNX,COGNEX CORP,Information Technology,Equity,"1,892,766.60",0.02,"1,892,766.60","45,195.00",41.88,United States,NASDAQ,USD,1.00
TTEK,TETRA TECH INC,Industrials,Equity,"1,890,246.02",0.02,"1,890,246.02","14,222.00",132.91,United States,NASDAQ,USD,1.00
LAD,LITHIA MOTORS INC,Consumer Discretionary,Equity,"1,890,245.77",0.02,"1,890,245.77","7,427.00",254.51,United States,New York Stock Exchange Inc.,USD,1.00
BERY,BERRY GLOBAL GROUP INC,Materials,Equity,"1,886,896.51",0.02,"1,886,896.51","34,949.00",53.99,United States,New York Stock Exchange Inc.,USD,1.00
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Equity,"1,878,452.44",0.02,"1,878,452.44","9,641.00",194.84,United States,NASDAQ,USD,1.00
AOS,A O SMITH CORP,Industrials,Equity,"1,876,548.23",0.02,"1,876,548.23","33,349.00",56.27,United States,New York Stock Exchange Inc.,USD,1.00
NOV,NOV INC,Energy,Equity,"1,862,868.16",0.02,"1,862,868.16","105,128.00",17.72,United States,New York Stock Exchange Inc.,USD,1.00
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,"1,855,021.20",0.02,"1,855,021.20","58,334.00",31.80,United States,NASDAQ,USD,1.00
CHE,CHEMED CORP,Health Care,Equity,"1,851,972.00",0.02,"1,851,972.00","3,932.00",471.00,United States,New York Stock Exchange Inc.,USD,1.00
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"1,847,821.25",0.02,"1,847,821.25","35,365.00",52.25,United States,NASDAQ,USD,1.00
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,"1,844,864.28",0.02,"1,844,864.28","27,626.00",66.78,United States,NASDAQ,USD,1.00
ACHC,ACADIA HEALTHCARE COMPANY INC,Health Care,Equity,"1,837,963.73",0.02,"1,837,963.73","22,943.00",80.11,United States,NASDAQ,USD,1.00
CABO,CABLE ONE INC,Communication,Equity,"1,831,141.20",0.02,"1,831,141.20","1,624.00","1,127.55",United States,New York Stock Exchange Inc.,USD,1.00
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"1,812,522.62",0.02,"1,812,522.62","117,926.00",15.37,United States,New York Stock Exchange Inc.,USD,1.00
DXC,DXC TECHNOLOGY,Information Technology,Equity,"1,809,942.72",0.02,"1,809,942.72","65,864.00",27.48,United States,New York Stock Exchange Inc.,USD,1.00
HEI,HEICO CORP,Industrials,Equity,"1,808,373.60",0.02,"1,808,373.60","11,880.00",152.22,United States,New York Stock Exchange Inc.,USD,1.00
CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,Equity,"1,786,915.89",0.02,"1,786,915.89","37,391.00",47.79,United States,New York Stock Exchange Inc.,USD,1.00
WEX,WEX INC,Information Technology,Equity,"1,778,127.75",0.02,"1,778,127.75","11,679.00",152.25,United States,New York Stock Exchange Inc.,USD,1.00
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"1,769,105.90",0.02,"1,769,105.90","10,807.00",163.70,United States,New York Stock Exchange Inc.,USD,1.00
CIEN,CIENA CORP,Information Technology,Equity,"1,768,623.12",0.02,"1,768,623.12","39,996.00",44.22,United States,New York Stock Exchange Inc.,USD,1.00
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication,Equity,"1,760,542.98",0.02,"1,760,542.98","42,742.00",41.19,United States,NASDAQ,USD,1.00
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,"1,759,459.03",0.02,"1,759,459.03","1,759,459.00",100.00,United States,--,USD,1.00
